Title,Year,Type,Runtime,Genre,Rating,Director,No_of_ratings,Gross
Down in the Valley,2005,R,114 min,"Drama, Romance, Thriller",6.4,David Jacobson,17212,$0.57M
White Material,2009,Not Rated,106 min,"Drama, War",7,Claire Denis,5691,$0.30M
Kurôzu zero,2007,NaN,130 min,"Action, Thriller",7.1,Takashi Miike,6488,NaN
The Onion Movie,2008,Not Rated,86 min,Comedy,6.3,Tom Kuntz,14564,NaN
Ask Tesadüfleri Sever,2011,NaN,118 min,"Drama, Romance",7.3,Ömer Faruk Sorak,14714,NaN
Batalla en el cielo,2005,Unrated,98 min,"Crime, Drama",5.7,Carlos Reygadas,5378,$0.07M
Five Minutes of Heaven,2009,R,89 min,"Drama, Thriller",6.7,Oliver Hirschbiegel,11441,$0.01M
Beautiful Boy,2010,R,100 min,Drama,6.6,Shawn Ku,5904,$0.08M
Closure,2007,R,80 min,"Crime, Drama, Horror",5.6,Dan Reed,6116,NaN
Apartment 1303 3D,2012,R,85 min,Horror,2.6,Michael Taverna,5180,NaN
The Death of Mr. Lazarescu,2005,R,153 min,Drama,8,Cristi Puiu,11758,$0.08M
Love Songs,2007,Unrated,91 min,"Drama, Musical, Romance",7.2,Christophe Honoré,8181,$0.10M
The Bride of Humpty Sharma,2014,Not Rated,133 min,"Comedy, Drama, Romance",6.1,Shashank Khaitan,9216,$0.38M
Taxi,2015,Not Rated,82 min,"Comedy, Drama",7.3,Jafar Panahi,11102,$0.32M
Snow Cake,2006,Not Rated,112 min,"Drama, Romance",7.6,Marc Evans,11561,$0.03M
"You, the Living",2007,Not Rated,95 min,"Comedy, Drama, Music",7.5,Roy Andersson,12309,$0.02M
Rang zi dan fei,2010,Not Rated,132 min,"Action, Comedy, Western",7.4,Wen Jiang,7710,$0.06M
Polisse,2011,Not Rated,127 min,"Crime, Drama",7.3,Maïwenn,12155,$0.17M
The Entitled,2011,R,91 min,"Crime, Thriller",6.2,Aaron Woodley,5881,NaN
Duma,2005,PG,100 min,"Adventure, Drama, Family",7.3,Carroll Ballard,7085,$0.86M
También la lluvia,2010,Not Rated,103 min,"Drama, History",7.5,Icíar Bollaín,11309,$0.56M
44 Inch Chest,2009,R,95 min,"Crime, Drama",5.8,Malcolm Venville,6205,NaN
The Big Bang,2010,R,101 min,"Action, Mystery, Thriller",5.5,Tony Krantz,6530,NaN
Después de Lucía,2012,Not Rated,103 min,Drama,7.2,Michel Franco,5368,NaN
Pour elle,2008,NaN,96 min,"Crime, Drama, Thriller",7.2,Fred Cavayé,7902,NaN
Fifty Dead Men Walking,2008,R,117 min,"Crime, Drama, Thriller",6.9,Kari Skogland,10196,NaN
That's What I Am,2011,PG,101 min,"Comedy, Drama, Romance",7.1,Michael Pavone,9788,NaN
Reprise,2006,R,105 min,Drama,7.4,Joachim Trier,8467,$0.55M
The Hit List,2011,R,90 min,"Action, Thriller",5.4,William Kaufman,10918,NaN
House,2008,R,88 min,"Drama, Horror, Thriller",4.7,Robby Henson,5353,$0.57M
Save the Date,2012,R,97 min,"Comedy, Romance",5.8,Michael Mohan,6427,$0.00M
Shi gan,2006,Not Rated,97 min,"Drama, Mystery, Romance",7.2,Ki-duk Kim,10818,$0.01M
Dishoom,2016,Not Rated,124 min,"Action, Adventure, Comedy",5.1,Rohit Dhawan,5224,$0.44M
Outlaw,2007,R,103 min,"Action, Crime, Drama",5.8,Nick Love,11821,NaN
The German Doctor,2013,PG-13,93 min,"Drama, History, Thriller",6.8,Lucía Puenzo,5226,$0.41M
Shadowboxer,2005,R,93 min,"Action, Crime, Drama",5.6,Lee Daniels,6268,$0.37M
M.S. Dhoni: The Untold Story,2016,NaN,184 min,"Biography, Drama, Sport",7.7,Neeraj Pandey,26269,$1.78M
King of California,2007,PG-13,93 min,"Comedy, Drama",6.7,Mike Cahill,20941,$0.26M
Feed,2005,Not Rated,101 min,"Crime, Horror, Thriller",5.4,Brett Leonard,5204,NaN
Scenic Route,2013,R,82 min,"Drama, Thriller",6.5,Kevin Goetz,9465,NaN
Long Weekend,2008,R,88 min,"Drama, Horror, Thriller",5.1,Jamie Blanks,5162,NaN
The Dark,2005,R,93 min,"Drama, Horror, Mystery",5.4,John Fawcett,9800,NaN
Operation: Endgame,2010,R,87 min,"Action, Comedy",4.9,Fouad Mikati,9552,NaN
A Dark Truth,2012,R,106 min,"Action, Thriller",5.6,Damian Lee,5413,$0.01M
The Deaths of Ian Stone,2007,R,87 min,"Horror, Thriller",5.6,Dario Piana,12033,NaN
The Oogieloves in the Big Balloon Adventure,2012,G,88 min,"Adventure, Family, Fantasy",6.1,Matthew Diamond,14644,$1.06M
Madea's Big Happy Family,2011,PG-13,106 min,"Comedy, Drama",4.7,Tyler Perry,6763,$53.35M
Carefree,2016,Unrated,130 min,"Comedy, Drama, Romance",3.8,Aditya Chopra,5972,NaN
Khoobsurat,2014,NaN,130 min,"Comedy, Romance",6.4,Shashanka Ghosh,6371,$0.71M
10 Items or Less,2006,R,82 min,"Comedy, Drama",6.7,Brad Silberling,13591,$0.08M
Broken English,2007,PG-13,93 min,"Comedy, Drama, Romance",6.4,Zoe R. Cassavetes,5811,$0.96M
2:37,2006,NaN,91 min,Drama,6.9,Murali K. Thalluri,6631,NaN
Rudo y Cursi,2008,R,103 min,"Comedy, Drama, Sport",6.7,Carlos Cuarón,7488,$1.83M
Momo e no tegami,2011,Not Rated,120 min,"Animation, Adventure, Comedy",7.3,Hiroyuki Okiura,5115,NaN
Kill Theory,2009,R,85 min,"Horror, Thriller",5.5,Chris Moore,6406,NaN
Juan of the Dead,2011,Not Rated,92 min,"Action, Comedy, Horror",6.5,Alejandro Brugués,8830,$0.02M
Keinohrhasen,2007,NaN,116 min,"Comedy, Romance",6.6,Til Schweiger,15879,NaN
Trust the Man,2005,R,103 min,"Comedy, Drama, Romance",5.7,Bart Freundlich,8080,$1.53M
Justin and the Knights of Valour,2013,PG,90 min,"Animation, Adventure, Family",6,Manuel Sicilia,5044,NaN
Thale,2012,Not Rated,76 min,"Drama, Fantasy, Horror",5.6,Aleksander Nordaas,5130,NaN
Dark Horse,2011,Not Rated,86 min,"Comedy, Drama",6,Todd Solondz,5075,$0.94M
Il y a longtemps que je t'aime,2008,PG-13,117 min,Drama,7.6,Philippe Claudel,18796,$3.17M
Anonyma - Eine Frau in Berlin,2008,Unrated,131 min,"Biography, Drama, History",7.1,Max Färberböck,5379,$0.29M
Blue Caprice,2013,R,93 min,"Biography, Crime, Drama",6,Alexandre Moors,5121,$0.09M
Starbuck,2011,R,109 min,"Comedy, Drama, Romance",7.3,Ken Scott,14847,$0.34M
The Color of Freedom,2007,R,118 min,"Biography, Drama, History",7.1,Bille August,11004,NaN
Suburban Girl,2007,PG-13,97 min,"Comedy, Drama, Romance",5.5,Marc Klein,6953,NaN
Rurouni Kenshin Part I: Origins,2012,TV-MA,134 min,"Action, Drama, History",7.6,Keishi Ohtomo,17378,NaN
Paris,2008,R,130 min,"Comedy, Drama, Romance",6.9,Cédric Klapisch,10883,$1.01M
Tristram Shandy: A Cock and Bull Story,2005,R,94 min,Comedy,6.8,Michael Winterbottom,11771,$1.25M
The Secret Life of Words,2005,Not Rated,115 min,"Drama, Romance",7.5,Isabel Coixet,11092,$0.02M
Kick,2014,Not Rated,146 min,"Action, Comedy, Thriller",5.4,Sajid Nadiadwala,20741,$2.46M
Kabhi Alvida Naa Kehna,2006,R,193 min,"Drama, Romance",6.1,Karan Johar,16156,$3.28M
Rock On!!,2008,Not Rated,145 min,"Drama, Music",7.8,Abhishek Kapoor,18372,NaN
Larry the Cable Guy: Health Inspector,2006,PG-13,89 min,"Comedy, Romance",3.2,Trent Cooper,9386,$15.66M
Baarìa,2009,Not Rated,163 min,"Comedy, Drama",6.9,Giuseppe Tornatore,6159,$0.00M
Jack Brooks: Monster Slayer,2007,R,85 min,"Action, Comedy, Horror",6,Jon Knautz,5574,NaN
Book of Blood,2009,R,100 min,"Drama, Horror, Mystery",5.3,John Harrison,6435,NaN
Raanjhanaa,2013,Not Rated,140 min,"Drama, Romance",7.6,Aanand L. Rai,25462,$0.88M
Guru,2007,Not Rated,166 min,"Biography, Drama, Musical",7.8,Mani Ratnam,18834,$2.09M
Santa's Slay,2005,R,78 min,"Comedy, Fantasy, Horror",5.4,David Steiman,7998,NaN
Astérix et les Vikings,2006,Not Rated,78 min,"Animation, Adventure, Comedy",6,Stefan Fjeldmark,9367,NaN
La casa del fin de los tiempos,2013,Unrated,101 min,"Drama, Horror, Mystery",6.8,Alejandro Hidalgo,5764,NaN
Prem Ratan Dhan Payo,2015,Not Rated,164 min,"Action, Drama, Musical",4.7,Sooraj R. Barjatya,15076,$4.36M
Grace,2009,R,84 min,"Drama, Horror, Thriller",5.2,Paul Solet,7222,$0.01M
Circumstance,2011,R,107 min,Drama,5.9,Maryam Keshavarz,6881,$0.44M
Coco Chanel & Igor Stravinsky,2009,R,119 min,"Drama, Music, Romance",6.4,Jan Kounen,5697,$1.72M
Wake Wood,2009,R,90 min,"Drama, Horror, Thriller",5.5,David Keating,7222,NaN
Winter Passing,2005,R,98 min,"Comedy, Drama",6.4,Adam Rapp,7713,$0.10M
Storage 24,2012,R,87 min,"Horror, Sci-Fi",4.4,Johannes Roberts,6062,NaN
Seed,2006,Not Rated,90 min,Horror,3,Uwe Boll,6311,NaN
Underclassman,2005,PG-13,95 min,"Action, Comedy, Crime",4.1,Marcos Siega,5143,$5.65M
Henry Poole Is Here,2008,PG,99 min,"Comedy, Drama",6.5,Mark Pellington,11694,$1.84M
Scoundrel,2009,NaN,130 min,"Action, Comedy, Crime",7.4,Vishal Bhardwaj,14662,$1.29M
La mafia uccide solo d'estate,2013,NaN,90 min,"Comedy, Crime",7.2,Pif,6341,$0.04M
All Is Bright,2013,R,107 min,"Comedy, Drama",5.6,Phil Morrison,5077,$0.00M
Half Light,2006,R,110 min,"Drama, Horror, Mystery",6,Craig Rosenberg,12205,NaN
Les infidèles,2012,R,109 min,Comedy,5.3,Emmanuelle Bercot,7142,$0.01M
Conversations with Other Women,2005,R,84 min,"Comedy, Drama, Romance",7.1,Hans Canosa,11023,$0.37M
Isolation,2005,R,95 min,"Horror, Sci-Fi, Thriller",5.6,Billy O'Brien,5974,NaN
Solstice,2008,PG-13,91 min,"Drama, Horror, Mystery",5.4,Daniel Myrick,5530,NaN
Paradise Now,2005,PG-13,90 min,"Crime, Drama, Thriller",7.5,Hany Abu-Assad,21018,$1.45M
Wu ji,2005,PG-13,121 min,"Action, Drama, Fantasy",5.6,Kaige Chen,8585,$8.19M
Alien Outpost,2014,Not Rated,90 min,"Action, Sci-Fi, Thriller",4.8,Jabbar Raisani,5789,NaN
Detective Byomkesh Bakshy!,2015,Not Rated,139 min,"Action, Drama, Mystery",7.6,Dibakar Banerjee,13416,$0.58M
Submarino,2010,Not Rated,105 min,Drama,7.6,Thomas Vinterberg,8389,NaN
YellowBrickRoad,2010,R,98 min,"Horror, Thriller",4.7,Jesse Holland,5136,NaN
Shuttle,2008,R,107 min,"Crime, Drama, Mystery",5.7,Edward Anderson,5063,$0.01M
The Veteran,2011,R,98 min,"Action, Thriller",5.9,Matthew Hope,6657,NaN
Housefull 3,2016,Not Rated,140 min,"Action, Comedy",5.2,Sajid,6309,$1.16M
Irresistible,2006,R,103 min,"Drama, Mystery, Thriller",5.8,Ann Turner,5224,NaN
Ocho apellidos catalanes,2015,NaN,99 min,"Comedy, Romance",5.3,Emilio Martínez Lázaro,5086,NaN
The Aura,2005,Not Rated,134 min,"Crime, Drama, Thriller",7.2,Fabián Bielinsky,12101,$0.06M
A.R.O.G,2008,TV-G,127 min,"Comedy, Fantasy, Sci-Fi",7.3,Ali Taner Baltaci,29294,NaN
Griffin & Phoenix,2006,PG-13,102 min,"Comedy, Drama, Romance",7.1,Ed Stone,6848,NaN
Desi Boyz,2011,Not Rated,122 min,"Comedy, Drama",5.9,Rohit Dhawan,11395,$1.07M
Driving Lessons,2006,PG-13,98 min,"Comedy, Drama",6.8,Jeremy Brock,10129,$0.24M
Pek Yakinda,2014,NaN,134 min,Comedy,7.6,Cem Yilmaz,26091,NaN
La tigre e la neve,2005,NaN,110 min,"Comedy, Drama, Romance",7.1,Roberto Benigni,12539,$0.01M
Limonata,2015,NaN,110 min,"Comedy, Drama",7.5,Ali Atay,7474,NaN
Delta Farce,2007,PG-13,90 min,"Action, Adventure, Comedy",3.5,C.B. Harding,9942,$8.07M
The Dirties,2013,Not Rated,83 min,"Crime, Drama, Thriller",6.8,Matt Johnson,5420,NaN
A Touch of Sin,2013,Not Rated,130 min,"Action, Drama",7.1,Zhangke Jia,8518,$0.09M
Magic Carpet Ride,2005,NaN,106 min,"Comedy, Drama",7.4,Yilmaz Erdogan,23396,NaN
Unfinished Song,2012,PG-13,90 min,"Comedy, Drama, Music",7,Paul Andrew Williams,6509,$1.70M
The Darwin Awards,2006,R,94 min,"Adventure, Comedy, Romance",6,Finn Taylor,9260,NaN
Elephant White,2011,R,91 min,"Action, Crime, Fantasy",5.1,Prachya Pinkaew,9930,NaN
12,2007,PG-13,159 min,"Crime, Drama, Thriller",7.7,Nikita Mikhalkov,12784,$0.13M
Altered,2006,R,88 min,"Horror, Sci-Fi, Thriller",5.7,Eduardo Sánchez,9408,NaN
Tsotsi,2005,R,94 min,"Crime, Drama",7.3,Gavin Hood,26347,$2.91M
Fear Clinic,2014,R,95 min,Horror,5,Robert Hall,6237,NaN
Crystal Fairy y el cactus mágico,2013,Not Rated,98 min,"Adventure, Comedy, Drama",5.8,Sebastián Silva,7340,$0.19M
Good Deeds,2012,PG-13,110 min,"Comedy, Drama, Romance",5.5,Tyler Perry,6866,$35.03M
The Method,2005,NaN,115 min,"Comedy, Crime, Drama",7.3,Marcelo Piñeyro,9171,$0.01M
North Face,2008,Not Rated,126 min,"Adventure, Biography, Drama",7.4,Philipp Stölzl,13097,$0.71M
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,TV-MA,80 min,"Animation, Action, Adventure",7.8,Toshiyuki Kubooka,6522,NaN
Wrong,2012,Not Rated,94 min,"Comedy, Mystery",6.3,Quentin Dupieux,8209,$0.05M
Supercondriaque,2014,G,107 min,Comedy,6,Dany Boon,6417,NaN
Kara Bela,2015,NaN,105 min,"Action, Adventure, Comedy",7.1,Burak Aksak,5512,NaN
Vishwaroopam,2013,NaN,148 min,"Action, Thriller",8.4,Kamal Haasan,37283,NaN
The Last Days,2013,Unrated,100 min,"Adventure, Horror, Sci-Fi",6.2,David Pastor,6741,NaN
OSS 117: Lost in Rio,2009,Not Rated,101 min,"Action, Adventure, Comedy",6.9,Michel Hazanavicius,11140,$0.09M
The Selfish Giant,2013,Not Rated,91 min,Drama,7.3,Clio Barnard,10281,$0.01M
Livide,2011,Not Rated,92 min,Horror,5.7,Alexandre Bustillo,5707,NaN
Holiday: A Soldier Is Never Off Duty,2014,Not Rated,160 min,"Action, Thriller",7.4,A.R. Murugadoss,21619,$0.71M
Kabali,2016,TV-MA,153 min,"Action, Crime, Drama",6.4,Pa. Ranjith,9722,NaN
Tom yum goong 2,2013,R,104 min,Action,5.3,Prachya Pinkaew,5922,$0.00M
Fuk sau,2009,Not Rated,108 min,"Action, Crime, Thriller",6.6,Johnnie To,5755,NaN
L'enfant,2005,R,95 min,"Crime, Drama, Romance",7.5,Jean-Pierre Dardenne,16010,$0.65M
Chandni Chowk to China,2009,PG-13,154 min,"Action, Comedy, Fantasy",4,Nikkhil Advani,6803,$0.92M
Shanghai,2012,TV-14,120 min,"Crime, Mystery, Thriller",7.3,Dibakar Banerjee,8665,NaN
13 Tzameti,2005,Not Rated,93 min,"Crime, Drama, Thriller",7.4,Géla Babluani,15815,$0.12M
Le hérisson,2009,Unrated,100 min,Drama,7.4,Mona Achache,7655,NaN
Le Chef,2012,PG-13,84 min,Comedy,6.7,Daniel Cohen,14522,$0.34M
Loft,2010,NaN,108 min,"Crime, Drama, Thriller",6.9,Antoinette Beumer,5068,NaN
He Was a Quiet Man,2007,Not Rated,95 min,"Drama, Romance, Thriller",6.8,Frank A. Cappello,21134,NaN
Barda,2007,NaN,92 min,"Crime, Drama, Thriller",7,Serdar Akar,8808,NaN
Fong juk,2006,R,110 min,"Action, Crime, Thriller",7.3,Johnnie To,7602,$0.05M
Antikörper,2005,Not Rated,127 min,"Crime, Drama, Thriller",7.1,Christian Alvart,6733,NaN
Fearless,2010,Not Rated,126 min,"Action, Comedy, Crime",6.3,Abhinav Kashyap,24186,$4.63M
Paper Heart,2009,PG-13,88 min,"Comedy, Drama, Romance",6,Nicholas Jasenovec,7693,$1.27M
Klopka,2007,Not Rated,106 min,"Crime, Drama, Thriller",7.9,Srdan Golubovic,7793,NaN
Chocolate,2008,R,110 min,"Action, Drama",7,Prachya Pinkaew,16164,$0.01M
Naissance des pieuvres,2007,NaN,85 min,"Drama, Romance",6.7,Céline Sciamma,7734,$0.08M
Kim Bok-nam salinsageonui jeonmal,2010,Not Rated,115 min,"Action, Crime, Drama",7.3,Cheol-soo Jang,10929,NaN
Sen Aydinlatirsin Geceyi,2013,NaN,107 min,"Drama, Fantasy, Romance",8,Onur Ünlü,7090,NaN
NH10,2015,Not Rated,115 min,"Action, Crime, Drama",7.2,Navdeep Singh,10679,NaN
Walled In,2009,R,91 min,"Horror, Thriller",4.8,Gilles Paquet-Brenner,5268,NaN
Water,2005,PG-13,117 min,"Drama, Romance",7.8,Deepa Mehta,13412,$3.22M
Chi bi: Jue zhan tian xia,2009,NaN,142 min,"Action, Drama, History",7.6,John Woo,21069,$0.63M
L: Change the World,2008,NaN,129 min,"Crime, Drama, Thriller",6.2,Hideo Nakata,6981,NaN
The Fool,2014,NaN,116 min,"Crime, Drama, Thriller",8,Yuriy Bykov,7223,NaN
Bella,2006,PG-13,91 min,"Drama, Romance",7.3,Alejandro Monteverde,10033,$8.11M
American Virgin,2009,R,88 min,Comedy,4.3,Clare Kilner,7140,NaN
San wa,2005,PG-13,122 min,"Action, Adventure, Comedy",6.2,Stanley Tong,12925,NaN
No One Killed Jessica,2011,NaN,136 min,"Biography, Crime, Drama",7.2,Raj Kumar Gupta,9381,$0.44M
We Have a Pope,2011,Not Rated,102 min,"Comedy, Drama",6.7,Nanni Moretti,11932,$0.48M
Les Lyonnais,2011,R,102 min,"Drama, Thriller",7,Olivier Marchal,6810,NaN
Apartment 143,2011,R,80 min,"Horror, Thriller",5.1,Carles Torrens,10350,$0.00M
Tactical Force,2011,R,91 min,"Action, Comedy, Crime",4.8,Adamo P. Cultraro,5234,NaN
Alles is liefde,2007,NaN,110 min,"Comedy, Romance",7,Joram Lürsen,6909,NaN
The Hamiltons,2006,R,86 min,"Drama, Horror, Thriller",5.2,Mitchell Altieri,8047,NaN
Extracted,2012,R,85 min,"Drama, Sci-Fi",6.5,Nir Paniry,10759,NaN
Fateless,2005,R,140 min,"Drama, Romance, War",7,Lajos Koltai,6107,$0.20M
Firehouse Dog,2007,PG,111 min,"Action, Comedy, Family",5.5,Todd Holland,5163,$13.92M
Pope Joan,2009,NaN,149 min,"Drama, Romance",6.7,Sönke Wortmann,7672,NaN
Snabba cash II,2012,Not Rated,99 min,"Action, Crime, Drama",6.2,Babak Najafi,6450,NaN
Patiala House,2011,Not Rated,140 min,"Drama, Sport",5.9,Nikkhil Advani,7950,NaN
Chinese Take-Out,2011,Not Rated,93 min,"Comedy, Drama",7.3,Sebastián Borensztein,14857,NaN
Ready,2011,Not Rated,145 min,"Action, Comedy",4.7,Anees Bazmee,12938,$0.78M
Ostrov,2006,PG-13,112 min,Drama,8,Pavel Lungin,9664,NaN
Gainsbourg: A Heroic Life,2010,Not Rated,135 min,"Biography, Drama, Music",6.9,Joann Sfar,8774,$0.23M
1: I Am Alone,2014,Not Rated,170 min,"Action, Mystery, Thriller",8.3,Sukumar,40048,NaN
10th & Wolf,2006,R,107 min,"Crime, Drama, Thriller",6.4,Bobby Moresco,5851,$0.05M
Hamilton: I nationens intresse,2012,Not Rated,109 min,"Action, Drama, Thriller",6.3,Kathrine Windfeld,7345,NaN
Mammoth,2009,Not Rated,125 min,"Drama, Romance",6.9,Lukas Moodysson,9046,$0.01M
Beneath the Darkness,2011,R,96 min,"Horror, Thriller",4.5,Martin Guigui,5247,NaN
Paradies: Liebe,2012,Unrated,120 min,Drama,7.1,Ulrich Seidl,7333,$0.02M
Combien tu m'aimes?,2005,Not Rated,95 min,"Comedy, Drama, Romance",5.7,Bertrand Blier,5922,NaN
Tanu Weds Manu,2011,Not Rated,113 min,"Comedy, Drama, Romance",6.7,Aanand L. Rai,11132,NaN
Humpday,2009,R,94 min,"Comedy, Drama, Romance",6,Lynn Shelton,5056,$0.41M
The Vicious Kind,2009,R,92 min,"Comedy, Drama",7,Lee Toland Krieger,7116,NaN
Nanjing! Nanjing!,2009,R,133 min,"Drama, History, War",7.7,Chuan Lu,9316,$0.12M
Agneepath,2012,Not Rated,174 min,"Action, Drama",7,Karan Malhotra,19669,$1.98M
Kaybedenler Kulübü,2011,NaN,105 min,"Comedy, Drama, Romance",7.7,Tolga Örnek,17423,NaN
Manjhi: The Mountain Man,2015,TV-14,120 min,"Adventure, Biography, Drama",8,Ketan Mehta,15218,NaN
El Gringo,2012,R,99 min,"Action, Drama",5.5,Eduardo Rodriguez,5311,NaN
Rien à déclarer,2010,Not Rated,108 min,Comedy,6.4,Dany Boon,11564,$0.18M
Aynabaji,2016,NaN,147 min,"Crime, Mystery, Thriller",9.4,Amitabh Reza Chowdhury,17393,NaN
Summer Hours,2008,Not Rated,103 min,"Drama, Family",7.2,Olivier Assayas,6193,$1.64M
Bhool Bhulaiyaa,2007,Not Rated,159 min,"Horror, Mystery, Thriller",7.3,Priyadarshan,17168,$1.07M
Evidence,2013,Not Rated,94 min,"Crime, Mystery, Thriller",5.4,Olatunde Osunsanmi,6250,NaN
Le silence de Lorna,2008,R,105 min,Drama,7.2,Jean-Pierre Dardenne,7630,$0.34M
Telling Tales,2015,NaN,103 min,"Comedy, Fantasy, Romance",7.7,Burak Aksak,11933,NaN
Elementarteilchen,2006,NaN,113 min,"Drama, Romance",6.6,Oskar Roehler,7459,NaN
Vicky Donor,2012,Not Rated,126 min,"Comedy, Romance",7.8,Shoojit Sircar,33069,$0.17M
Still Life,2013,TV-14,92 min,Drama,7.4,Uberto Pasolini,6355,NaN
Sleepwalk with Me,2012,PG-13,81 min,Comedy,6.8,Mike Birbiglia,10978,$2.26M
Wedding Planners,2010,Not Rated,139 min,"Comedy, Drama, Romance",7.2,Maneesh Sharma,12681,NaN
Bangalore Days,2014,NaN,171 min,"Comedy, Drama, Romance",8.3,Anjali Menon,11397,$0.13M
Fúsi,2015,NaN,94 min,Drama,7.5,Dagur Kári,5839,NaN
11-11-11,2011,PG-13,90 min,"Horror, Mystery, Thriller",4,Darren Lynn Bousman,11548,NaN
Go Goa Gone,2013,Not Rated,111 min,"Action, Adventure, Comedy",6.6,Krishna D.K.,10027,$0.30M
Chico & Rita,2010,Not Rated,94 min,"Animation, Crime, Drama",7.2,Tono Errando,7732,$0.35M
De vrais mensonges,2010,NaN,105 min,"Comedy, Romance",6.5,Pierre Salvadori,6452,NaN
Neverwas,2005,PG-13,103 min,"Drama, Fantasy, Mystery",6.6,Joshua Michael Stern,6167,NaN
Theri,2016,Not Rated,157 min,"Action, Drama, Thriller",7.2,Atlee Kumar,10163,NaN
Essential Killing,2010,R,83 min,"Thriller, War",6.1,Jerzy Skolimowski,6888,NaN
"Patrik, Age 1.5",2008,Unrated,103 min,"Comedy, Drama, Romance",6.9,Ella Lemhagen,8397,$0.06M
Bellflower,2011,R,106 min,"Action, Drama, Romance",6.4,Evan Glodell,7197,$0.17M
Night Train,2009,R,83 min,"Crime, Horror, Mystery",5.7,Brian King,8385,NaN
Ship of Theseus,2012,Not Rated,140 min,Drama,8.1,Anand Gandhi,5245,NaN
Une vie de chat,2010,PG,70 min,"Animation, Adventure, Comedy",7,Jean-Loup Felicioli,9493,$0.31M
ACAB - All Cops Are Bastards,2012,NaN,112 min,"Action, Crime, Drama",6.6,Stefano Sollima,6245,NaN
Recep Ivedik 5,2017,NaN,114 min,Comedy,3.5,Togan Gökbakar,11022,NaN
O-jik geu-dae-man,2011,NaN,108 min,"Action, Drama, Romance",7.8,Il-gon Song,5899,NaN
Waist Deep,2006,R,97 min,"Action, Crime, Drama",5.9,Vondie Curtis-Hall,8758,$21.32M
Dragon Eyes,2012,R,91 min,"Action, Crime, Drama",4.5,John Hyams,5169,NaN
Wake Up Sid,2009,NaN,138 min,"Comedy, Drama, Romance",7.6,Ayan Mukherjee,23387,$0.72M
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,R,86 min,"Animation, Action, Adventure",6.9,Matt Maiellaro,12690,$5.52M
Metropia,2009,TV-14,86 min,"Animation, Drama, Mystery",6.3,Tarik Saleh,6805,NaN
Türkisch für Anfänger,2012,NaN,105 min,"Adventure, Comedy",5.8,Bora Dagtekin,7176,NaN
Smetto quando voglio,2014,NaN,100 min,"Comedy, Crime",7.1,Sydney Sibilia,5934,NaN
Jolly LLB,2013,Not Rated,135 min,"Comedy, Drama",7.5,Subhash Kapoor,13222,NaN
The Honeymooners,2005,PG-13,90 min,"Comedy, Drama, Family",3.1,John Schultz,6694,$12.83M
Anamorph,2007,R,107 min,"Crime, Horror, Thriller",5.5,Henry Miller,8518,$0.01M
O Menino e o Mundo,2013,PG,80 min,"Animation, Adventure, Family",7.6,Alê Abreu,5185,$0.13M
Castaway on the Moon,2009,PG-13,116 min,"Drama, Romance",8.1,Hae-jun Lee,13454,$3.73M
Le Week-End,2013,R,93 min,"Comedy, Drama, Romance",6.3,Roger Michell,7024,$2.22M
Boy Wonder,2010,R,93 min,"Action, Crime, Drama",6.9,Michael Morrissey,8187,NaN
Yahsi Bati,2009,NaN,112 min,"Comedy, Western",7.4,Ömer Faruk Sorak,24022,NaN
Inhale,2010,R,83 min,"Drama, Thriller",6.6,Baltasar Kormákur,5872,$0.00M
Unrest,2006,R,88 min,"Horror, Thriller",5,Jason Todd Ipson,7292,NaN
Cirque du Soleil: Worlds Away,2012,PG,91 min,Fantasy,6.8,Andrew Adamson,7510,$12.50M
Singh Is Bliing,2015,NaN,141 min,"Action, Comedy",5.4,Prabhu Deva,6443,$0.92M
Delirious,2006,NaN,107 min,"Comedy, Drama, Romance",6.5,Tom DiCillo,5530,$0.09M
"She Smiles, She's Snared!",2014,Not Rated,141 min,"Comedy, Romance",6.9,Vinil Mathew,11964,$0.34M
Time: The Race Against Time,2005,NaN,153 min,"Comedy, Drama, Musical",7,Vipul Amrutlal Shah,8744,NaN
Once Upon a Time in Mumbaai,2010,Not Rated,134 min,"Action, Crime, Drama",7.4,Milan Luthria,13710,NaN
Günesi Gördüm,2009,NaN,120 min,Drama,6.5,Mahsun Kirmizigül,8306,NaN
Chasseurs de dragons,2008,PG,80 min,"Animation, Adventure, Family",6.6,Guillaume Ivernel,11260,NaN
Itirazim Var,2014,NaN,110 min,"Action, Crime, Drama",8,Onur Ünlü,8231,NaN
Mama's Boy,2007,PG-13,93 min,"Comedy, Drama",5.3,Tim Hamilton,5192,NaN
Smart People,2008,R,95 min,"Comedy, Drama, Romance",6.2,Noam Murro,21566,$9.50M
Chaharshanbe-soori,2006,Not Rated,102 min,"Drama, Mystery, Romance",7.8,Asghar Farhadi,7640,NaN
Rowdy Rathore,2012,Not Rated,140 min,Action,5.8,Prabhu Deva,18235,$0.78M
Housefull 2,2012,Not Rated,145 min,"Action, Comedy, Musical",5.4,Sajid Khan,11221,$1.50M
